sourceRowId,electionId,mergeStatus,targetPath,sourceCandidateName,proposedCandidateName,recommendedNextStep
election-source-00010-general-election-2016-count-details:row:23,dail-eireann__2016-02-26,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/37/candidates/11/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1403,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1404,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1405,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1406,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/7,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1407,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/8,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1408,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/9,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1409,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/10,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1410,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/11,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1411,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/12,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1412,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/13,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1677,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1678,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1679,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1680,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1681,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1682,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1683,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1684,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/7,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1685,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/8,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1686,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/9,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1687,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/10,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:1688,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/11,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2531,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2532,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2533,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2534,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2535,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2536,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2537,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2538,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/19/candidates/10/counts/7,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2703,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2704,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2705,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2706,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2707,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2708,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2709,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/6,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2710,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/7,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2711,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/8,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2712,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/9,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2713,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/10,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2714,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/11,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:2715,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/21/candidates/0/counts/12,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3425,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3426,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3427,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3428,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3429,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3430,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/26/candidates/2/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3839,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/0,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3840,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/1,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3841,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/2,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3842,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/3,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3843,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/4,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3844,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/5,,,Use as evidence for approval; do not merge automatically.
election-source-00011-general-election-2020-count-details:row:3845,dail-eireann__2020-02-08,blocked-by-candidate-alias-review,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/30/candidates/11/counts/6,,,Use as evidence for approval; do not merge automatically.
