itemId,title,phase,recommendedUploadAction,target,reason,estimatedBytes,format,blocker
approved-publication:source-doc-00996-a0823-1996-population-aged-15-years-and-over-with-a-scientific-or-technological-,A0823 - 1996 Population Aged 15 Years and Over with a Scientific or Technological Qualification,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-00997-a0824-1996-population-aged-15-years-and-over-with-a-scientific-or-technological-,A0824 - 1996 Population Aged 15 Years and Over with a Scientific or Technological Qualification,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-00998-a0825-15-years-and-over-in-the-labour-force-with-a-scientific-or-technological-q,A0825 - 1996 Population Aged 15 Years and Over in the Labour Force with a Scientific or Technological Qualification,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-00999-a0826-ulation-aged-15-years-and-over-at-work-with-a-scientific-or-technological-,A0826 - 1996 Population Aged 15 Years and Over at work with a Scientific or Technological Qualification,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01000-a0903-population-aged-3-years-and-over,A0903 - Population Aged 3 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01001-a0904-population-aged-3-years-and-over,A0904 - Population Aged 3 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01002-a0905-population-aged-3-years-and-over,A0905 - Population Aged 3 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01003-a0906-population-aged-3-years-and-over,A0906 - Population Aged 3 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01004-a0907-population-aged-3-years-and-over,A0907 - Population Aged 3 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01005-a0908-population-aged-15-years-and-over-in-the-labour-force,A0908 - Population Aged 15 Years and Over in the Labour Force,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04302-a0913-private-households-with-irish-speakers,A0913 - Private Households with Irish Speakers,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04303-a0914-irish-speakers-in-private-households,A0914 - Irish Speakers in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04304-a0915-private-households-with-irish-speakers,A0915 - Private Households with Irish Speakers,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04305-a0916-irish-speakers-in-private-households,A0916 - Irish Speakers in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04306-a0917-private-households-where-reference-person-speaks-irish,A0917 - Private Households where Reference Person Speaks Irish,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04307-a0918-irish-speakers-in-private-households-where-reference-person-speaks-irish,A0918 - Irish Speakers in Private Households where Reference Person Speaks Irish,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04308-a0919-private-households-where-reference-person-speaks-irish,A0919 - Private Households where Reference Person Speaks Irish,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04309-a0920-irish-speakers-in-private-households-where-reference-person-speaks-irish,A0920 - Irish Speakers in Private Households where Reference Person Speaks Irish,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04310-a0921-private-households-with-irish-speakers-aged-3-years-and-over,A0921 - Private Households with Irish Speakers Aged 3 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01006-a0922-population-aged-3-years-and-over-in-families,A0922 - Population Aged 3 Years and Over in Families,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04311-a0928-1996-irish-speakers-in-private-households,A0928 - 1996 Irish Speakers in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01007-aaa04-pig-population-1975-to-1997,AAA04 - Pig Population (1975 to 1997),approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01008-aaa05-pig-population-in-june-and-december,AAA05 - Pig Population in June and December,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-03975-ad-20arc-202011-20ni-20data-20dictionary,AD%20ARC%202011%20NI%20Data%20Dictionary,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-00068-adr01-population-at-each-census-since-1841,ADR01 - Population at Each Census since 1841,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-00069-adr02-population-at-each-census-since-1926,ADR02 - Population at Each Census since 1926,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01009-adr03-1996-population,ADR03 - 1996 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01010-adr04-1996-percentage-change-in-population-1991-1996,ADR04 - 1996 Percentage Change in Population 1991 - 1996,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01011-adr05-population,ADR05 - Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01012-adr06-population,ADR06 - Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01013-adr07-population,ADR07 - Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01014-adr08-1996-population,ADR08 - 1996 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01015-adr09-population,ADR09 - Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01016-adr10-population,ADR10 - Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04316-adr11-1996-number-of-persons-enumerated-in-private-household,ADR11 - 1996 Number of Persons Enumerated in Private Household,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04317-adr12-1996-average-number-of-persons-per-private-household,ADR12 - 1996 Average Number of Persons per Private Household,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04318-adr13-private-households,ADR13 - Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04319-adr14-private-households,ADR14 - Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04320-adr15-private-households,ADR15 - Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04321-adr17-family-units-in-private-households,ADR17 - Family Units in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04322-adr18-family-units-with-one-child-only-in-private-households,ADR18 - Family Units with One Child Only in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04323-adr19-family-units-with-two-or-more-children-in-private-households,ADR19 - Family Units with Two or More Children in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01017-adr20-population,ADR20 - Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01018-adr21-population-usually-resident,ADR21 - Population Usually Resident,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01019-adr22-population-usually-resident,ADR22 - Population Usually Resident,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01020-adr23-population-aged-one-year-and-over-usually-resident,ADR23 - Population Aged One Year and Over Usually Resident,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01021-adr24-population-usually-resident-in-the-state-who-lived-outside-the-state-for-o,ADR24 - Population Usually Resident in the State Who Lived Outside the State for One Year or More,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01022-adr25-pulation-usually-resident-in-the-state-who-lived-outside-the-state-for-one,ADR25 - 1996 Population Usually Resident in the State Who Lived Outside the State for One Year or More,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-00418-aiba1-census-of-industrial-production-local-units,AIBA1 - Census of Industrial Production (Local Units),approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-00419-aica1-census-of-industrial-production-enterprises,AICA1 - Census of Industrial Production (Enterprises),approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-03506-anbc-local-nature-reserves,ANBC Local Nature Reserves,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-00165-annual-end-of-year-rates-balances-by-parliamentary-constituency-and-sector,Annual End of Year Rates Balances by Parliamentary Constituency and Sector,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01029-asr01-1996-population-aged-15-years-and-over,ASR01 - 1996 Population Aged 15 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01030-asr02-1996-population-aged-15-years-and-over-in-the-labour-force,ASR02 - 1996 Population Aged 15 Years and Over in the Labour Force,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01031-asr03-1996-population-aged-15-years-and-over,ASR03 - 1996 Population Aged 15 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01032-asr04-1996-population-aged-15-years-and-over,ASR04 - 1996 Population Aged 15 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01033-asr06-1996-population-aged-15-years-and-over,ASR06 - 1996 Population Aged 15 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01034-asr07-1996-population-aged-15-years-and-over-at-work-full-time-and-part-time,"ASR07 - 1996 Population Aged 15 Years and Over at Work, Full Time and Part Time",approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01035-asr08-1996-population-aged-15-years-and-over-at-work,ASR08 - 1996 Population Aged 15 Years and Over at Work,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01036-asr09-labour-force-participation-rate-and-employment-status-of-population-aged-1,ASR09 - Labour Force Participation rate and Employment Status of Population Aged 15 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01037-asr10-1996-population-aged-15-years-and-over-at-work-full-time-and-part-time,"ASR10 - 1996 Population Aged 15 Years and Over at Work, Full Time and Part Time",approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01038-asr11-1996-population-aged-15-years-and-over-at-work,ASR11 - 1996 Population Aged 15 Years and Over at Work,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01039-asr12-pulation-aged-15-years-and-over-at-work-and-unemployed-excluding-first-tim,ASR12 - 1996 Population Aged 15 Years and Over at Work and Unemployed excluding First Time Job Seekers,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01040-asr13-1996-population,ASR13 - 1996 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01041-asr14-1996-population,ASR14 - 1996 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01042-asr15-1996-population-aged-15-years-and-over-in-private-households,ASR15 - 1996 Population Aged 15 Years and Over in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01043-asr16-over-in-private-households-enumerated-as-husbands-and-wives-or-couples-and,ASR16 - 1996 Population Aged 15 Years and Over in Private Households Enumerated as Husbands and Wives or Couples and Lone Parents,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01044-asr17-n-of-unemployment-in-population-excluding-first-time-job-seekers-aged-15-y,ASR17 - 1996 Duration of Unemployment in Population excluding First Time Job Seekers Aged 15 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01045-asr18-1996-population-aged-15-years-and-over,ASR18 - 1996 Population Aged 15 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01046-asr19-1996-population-aged-15-years-and-over,ASR19 - 1996 Population Aged 15 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01047-asr20-d-15-years-and-over-with-a-scientific-or-technological-qualification-below,ASR20 - 1996 Population Aged 15 Years and Over with a Scientific or Technological Qualification below degree level,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01048-asr21-ars-and-over-with-a-scientific-or-technological-qualification-of-degree-le,ASR21 - 1996 Population Aged 15 Years and Over with a Scientific or Technological Qualification of degree level or higher,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01049-asr22-1996-population-aged-15-years-and-over-at-work-usually-resident-and-presen,ASR22 - 1996 Population Aged 15 Years and Over at Work usually Resident and present in the State,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01050-asr23-1996-population-usually-resident-in-the-state,ASR23 - 1996 Population usually Resident in the State,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01051-asr24-1996-percentage-irish-speakers-in-population-aged-three-years-and-over,ASR24 - 1996 Percentage Irish Speakers in Population Aged Three Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01052-asr25-1996-population-aged-3-years-and-over,ASR25 - 1996 Population Aged 3 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01053-asr28-1996-population-aged-3-years-and-over,ASR28 - 1996 Population Aged 3 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-00594-ava41-agricultural-holdings-by-electoral-divisions,AVA41 - Agricultural Holdings by Electoral Divisions,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01057-b0101-2002-population-and-percentage-change-1996-and-2002,B0101 - 2002 Population and Percentage Change 1996 and 2002,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-00070-b0102-2002-population-at-each-census-since-1841,B0102 - 2002 Population at Each Census Since 1841,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01058-b0103-2002-population,B0103 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01059-b0104-2002-population,B0104 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01060-b0105-2002-population-and-percentage-change-1996-and-2002,B0105 - 2002 Population and Percentage Change 1996 and 2002,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01061-b0106-2002-population-density-and-area-size,B0106 - 2002 Population Density and Area Size,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01062-b0107-2002-population-density-and-area-size,B0107 - 2002 Population Density and Area Size,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01063-b0108-2002-population-per-member-of-dail-eireann,B0108 - 2002 Population per Member of Dáil Éireann,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-00144-b0109-2002-population-and-representatives-assigned-to-each-local-electoral-area,B0109 - 2002 Population and Representatives Assigned to Each Local Electoral Area,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01064-b0110-2002-population,B0110 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01065-b0111-2002-population-of-inhabited-islands-off-the-coast,B0111 - 2002 Population of Inhabited Islands Off the Coast,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01066-b0112-2002-population,B0112 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01067-b0201-2002-population,B0201 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01068-b0202-2002-population,B0202 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01069-b0203-2002-population,B0203 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01070-b0204-2002-population,B0204 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01071-b0205-2002-population,B0205 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01072-b0206-2002-population,B0206 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01073-b0207-2002-population,B0207 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01074-b0208-2002-population,B0208 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01075-b0209-2002-population,B0209 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01076-b0210-2002-population,B0210 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01077-b0211-2002-population,B0211 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01078-b0212-2002-population-in-the-aggregate-town-and-aggregate-rural-areas,B0212 - 2002 Population in the Aggregate Town and Aggregate Rural Areas,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01079-b0213-2002-population,B0213 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01080-b0214-2002-population,B0214 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01081-b0215-2002-population,B0215 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01082-b0216-2002-population,B0216 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01083-b0217-2002-population,B0217 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01084-b0218-2002-population,B0218 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01085-b0219-2002-population,B0219 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01086-b0220-2002-population,B0220 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01087-b0221-2002-population,B0221 - 2002 Population,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04336-b0301-2002-persons-in-private-households,B0301 - 2002 Persons in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04337-b0302-2002-persons-in-private-households,B0302 - 2002 Persons in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04338-b0303-2002-private-households,B0303 - 2002 Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04339-b0304-2002-private-households,B0304 - 2002 Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04340-b0305-2002-private-households,B0305 - 2002 Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04341-b0306-2002-persons-in-private-households,B0306 - 2002 Persons in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04342-b0307-2002-private-households-with-children-under-5-years-of-age,B0307 - 2002 Private Households with Children Under 5 Years of Age,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04343-b0308-2002-private-households-with-children-under-15-years-of-age,B0308 - 2002 Private Households with Children Under 15 Years of Age,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04344-b0309-2002-private-households-with-persons-aged-65-years-and-over,B0309 - 2002 Private Households with Persons Aged 65 Years and Over,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04345-b0310-2002-private-households-with-male-reference-person,B0310 - 2002 Private Households with Male Reference Person,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04346-b0311-2002-private-households-with-female-reference-person,B0311 - 2002 Private Households with Female Reference Person,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04347-b0312-2002-private-households,B0312 - 2002 Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-04348-b0313-2002-private-households,B0313 - 2002 Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01088-b0314-ation-aged-65-years-and-over-and-percentage-of-those-living-alone-in-priva,B0314 - 2002 Population Aged 65 Years and Over and Percentage of those Living Alone in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
approved-publication:source-doc-01089-b0315-ation-aged-70-years-and-over-and-percentage-of-those-living-alone-in-priva,B0315 - 2002 Population Aged 70 Years and Over and Percentage of those Living Alone in Private Households,approved-source-record,none,external/source metadata only,Approved record uses Browse/source metadata and existing external/source download references; no R2 object is required in this branch.,,,
