patchId,sourceRowId,electionId,tableKind,patchKind,targetPath,applyStatus,approvalBlocker,availableFields,missingRequestedFields,recommendedNextStep
dail-patch-election-source-00010-general-election-2016-count-details-row-23,election-source-00010-general-election-2016-count-details:row:23,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/37/candidates/11/counts/0,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4150,election-source-00010-general-election-2016-count-details:row:4150,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/1,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4151,election-source-00010-general-election-2016-count-details:row:4151,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/5,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4152,election-source-00010-general-election-2016-count-details:row:4152,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/6,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4153,election-source-00010-general-election-2016-count-details:row:4153,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/10,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4154,election-source-00010-general-election-2016-count-details:row:4154,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/7,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4155,election-source-00010-general-election-2016-count-details:row:4155,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/2,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4156,election-source-00010-general-election-2016-count-details:row:4156,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/3,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4157,election-source-00010-general-election-2016-count-details:row:4157,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/4,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4158,election-source-00010-general-election-2016-count-details:row:4158,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/8,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4159,election-source-00010-general-election-2016-count-details:row:4159,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/6/candidates/3/counts/9,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4189,election-source-00010-general-election-2016-count-details:row:4189,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/0,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4190,election-source-00010-general-election-2016-count-details:row:4190,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/2,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4191,election-source-00010-general-election-2016-count-details:row:4191,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/1,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4192,election-source-00010-general-election-2016-count-details:row:4192,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/3,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4193,election-source-00010-general-election-2016-count-details:row:4193,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/8,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4194,election-source-00010-general-election-2016-count-details:row:4194,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/4,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4195,election-source-00010-general-election-2016-count-details:row:4195,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/9,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4196,election-source-00010-general-election-2016-count-details:row:4196,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/5,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4197,election-source-00010-general-election-2016-count-details:row:4197,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/6,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4198,election-source-00010-general-election-2016-count-details:row:4198,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/7,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4199,election-source-00010-general-election-2016-count-details:row:4199,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/10,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4200,election-source-00010-general-election-2016-count-details:row:4200,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/11,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4201,election-source-00010-general-election-2016-count-details:row:4201,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/12,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4202,election-source-00010-general-election-2016-count-details:row:4202,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/13,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-4203,election-source-00010-general-election-2016-count-details:row:4203,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/9/candidates/3/counts/14,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5226,election-source-00010-general-election-2016-count-details:row:5226,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/8,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5227,election-source-00010-general-election-2016-count-details:row:5227,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/9,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5228,election-source-00010-general-election-2016-count-details:row:5228,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/10,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5229,election-source-00010-general-election-2016-count-details:row:5229,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/0,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5230,election-source-00010-general-election-2016-count-details:row:5230,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/5,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5231,election-source-00010-general-election-2016-count-details:row:5231,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/6,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5232,election-source-00010-general-election-2016-count-details:row:5232,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/2,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5233,election-source-00010-general-election-2016-count-details:row:5233,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/3,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5234,election-source-00010-general-election-2016-count-details:row:5234,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/1,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5235,election-source-00010-general-election-2016-count-details:row:5235,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/7,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5236,election-source-00010-general-election-2016-count-details:row:5236,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/4,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00010-general-election-2016-count-details-row-5237,election-source-00010-general-election-2016-count-details:row:5237,dail-eireann__2016-02-26,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2016-02-26.json#/results/2/candidates/14/counts/11,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1089,election-source-00011-general-election-2020-count-details:row:1089,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/0,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1090,election-source-00011-general-election-2020-count-details:row:1090,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/1,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1091,election-source-00011-general-election-2020-count-details:row:1091,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/2,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1092,election-source-00011-general-election-2020-count-details:row:1092,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/3,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1093,election-source-00011-general-election-2020-count-details:row:1093,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/4,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1094,election-source-00011-general-election-2020-count-details:row:1094,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/5,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1095,election-source-00011-general-election-2020-count-details:row:1095,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/6,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1096,election-source-00011-general-election-2020-count-details:row:1096,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/7,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1097,election-source-00011-general-election-2020-count-details:row:1097,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/8/candidates/12/counts/8,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1399,election-source-00011-general-election-2020-count-details:row:1399,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/0,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1400,election-source-00011-general-election-2020-count-details:row:1400,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/1,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1401,election-source-00011-general-election-2020-count-details:row:1401,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/2,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1402,election-source-00011-general-election-2020-count-details:row:1402,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/3,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1403,election-source-00011-general-election-2020-count-details:row:1403,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/4,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1404,election-source-00011-general-election-2020-count-details:row:1404,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/5,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1405,election-source-00011-general-election-2020-count-details:row:1405,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/6,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1406,election-source-00011-general-election-2020-count-details:row:1406,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/7,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1407,election-source-00011-general-election-2020-count-details:row:1407,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/8,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1408,election-source-00011-general-election-2020-count-details:row:1408,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/9,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1409,election-source-00011-general-election-2020-count-details:row:1409,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/10,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1410,election-source-00011-general-election-2020-count-details:row:1410,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/11,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1411,election-source-00011-general-election-2020-count-details:row:1411,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/12,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1412,election-source-00011-general-election-2020-count-details:row:1412,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/9/candidates/2/counts/13,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1677,election-source-00011-general-election-2020-count-details:row:1677,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/0,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1678,election-source-00011-general-election-2020-count-details:row:1678,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/1,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1679,election-source-00011-general-election-2020-count-details:row:1679,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/2,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1680,election-source-00011-general-election-2020-count-details:row:1680,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/3,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1681,election-source-00011-general-election-2020-count-details:row:1681,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/4,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1682,election-source-00011-general-election-2020-count-details:row:1682,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/5,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
dail-patch-election-source-00011-general-election-2020-count-details-row-1683,election-source-00011-general-election-2020-count-details:row:1683,dail-eireann__2020-02-08,count-details,candidate-count-and-transfer-provenance,test/metadata/elections-test2/dail-eireann__2020-02-08.json#/results/12/candidates/0/counts/6,hold-pending-candidate-alias-approval,candidate-alias-review,[object Object],turnout; spoiled; electorate; gender,Apply only after the corresponding Dail remaining match recommendation is approved.
