id,sourceRowNumber,roiGroup,groupTitle,provider,organisation,category,title,cleanTitle,slugOrId,jurisdiction,topic,featureUnit,formats,isSpatial,isLargeOrSpecial,proposedAction,proposedPlacement,proposedRuntime,confidence,currentProviderUrl,waybackUrl,internetArchiveStatus,canonicalSourcePolicy,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,allMatchEvidence,resolvedBlockers,residualBlockers,residualBlockerCount,cleanedRecommendation,geographyRecommendation,comparabilityRecommendation,sourcePlacement,sourceProvenanceDraft,approvalState,publicationState,runtimeDesired,runtimeConversion
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:airports-national-250k-map-of-ireland1:00908,909,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Airports - National 250K Map Of Ireland,Airports - National 250K Map Of Ireland,airports-national-250k-map-of-ireland1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/airports-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/airports-national-250k-map-of-ireland1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Airports - National 250K Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/airports-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:border-exits-amp-entrances-national-1m-map-of-ireland:00909,910,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Border Exits & Entrances - National 1m Map Of Ireland,Border Exits & Entrances - National 1m Map Of Ireland,border-exits-amp-entrances-national-1m-map-of-ireland,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/border-exits-amp-entrances-national-1m-map-of-ireland,https://web.archive.org/web/*/https://data.gov.ie/dataset/border-exits-amp-entrances-national-1m-map-of-ireland,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Border Exits & Entrances - National 1m Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/border-exits-amp-entrances-national-1m-map-of-ireland | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:built-up-areas-national-1m-map-of-ireland1:00910,911,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Built Up Areas - National 1m Map Of Ireland,Built Up Areas - National 1m Map Of Ireland,built-up-areas-national-1m-map-of-ireland1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/built-up-areas-national-1m-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/built-up-areas-national-1m-map-of-ireland1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Built Up Areas - National 1m Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/built-up-areas-national-1m-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:built-up-areas-national-250k-map-of-ireland1:00911,912,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Built Up Areas - National 250k Map Of Ireland,Built Up Areas - National 250k Map Of Ireland,built-up-areas-national-250k-map-of-ireland1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/built-up-areas-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/built-up-areas-national-250k-map-of-ireland1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Built Up Areas - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/built-up-areas-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:built-up-areas-points-national-250k-map-of-ireland:00912,913,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Built Up Areas Points - National 250k Map of Ireland,Built Up Areas Points - National 250k Map of Ireland,built-up-areas-points-national-250k-map-of-ireland,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/built-up-areas-points-national-250k-map-of-ireland,https://web.archive.org/web/*/https://data.gov.ie/dataset/built-up-areas-points-national-250k-map-of-ireland,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Built Up Areas Points - National 250k Map of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/built-up-areas-points-national-250k-map-of-ireland | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:coast-national-250k-map-of-ireland1:00913,914,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Coast - National 250k Map Of Ireland,Coast - National 250k Map Of Ireland,coast-national-250k-map-of-ireland1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/coast-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/coast-national-250k-map-of-ireland1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Coast - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/coast-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:covid-19-hse-weekly-booster-vaccination-figures:00916,917,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,COVID-19 HSE Weekly Booster Vaccination Figures,COVID-19 HSE Weekly Booster Vaccination Figures,covid-19-hse-weekly-booster-vaccination-figures,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://data.gov.ie/dataset/covid-19-hse-weekly-booster-vaccination-figures,https://web.archive.org/web/*/https://data.gov.ie/dataset/covid-19-hse-weekly-booster-vaccination-figures,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",geography-crosswalk-and-versioning: needs exact geography crosswalk,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | COVID-19 HSE Weekly Booster Vaccination Figures | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/covid-19-hse-weekly-booster-vaccination-figures | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:covid-19-hse-weekly-vaccination-figures:00917,918,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,COVID-19 HSE Weekly Vaccination Figures,COVID-19 HSE Weekly Vaccination Figures,covid-19-hse-weekly-vaccination-figures,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,true,false,variant-child-map,Maps > boundary/geography variant,[object Object],45,https://data.gov.ie/dataset/covid-19-hse-weekly-vaccination-figures,https://web.archive.org/web/*/https://data.gov.ie/dataset/covid-19-hse-weekly-vaccination-figures,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"duplicate-or-variant-review: classified as variant-child-map | large-or-special-format-review: normal source package; no special-format hold | map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",geography-crosswalk-and-versioning: needs exact geography crosswalk,1,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | COVID-19 HSE Weekly Vaccination Figures | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/covid-19-hse-weekly-vaccination-figures | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,MapLibre interactive layer,Convert source geometry to PMTiles/vector tiles after approval.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:ferry-crossing-national-250k-map-of-ireland1:00918,919,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Ferry Crossing - National 250k Map Of Ireland,Ferry Crossing - National 250k Map Of Ireland,ferry-crossing-national-250k-map-of-ireland1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/ferry-crossing-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/ferry-crossing-national-250k-map-of-ireland1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Ferry Crossing - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/ferry-crossing-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:ferry-station-national-250k-map-of-ireland1:00919,920,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Ferry Station - National 250k Map Of Ireland,Ferry Station - National 250k Map Of Ireland,ferry-station-national-250k-map-of-ireland1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/ferry-station-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/ferry-station-national-250k-map-of-ireland1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Ferry Station - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/ferry-station-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:geographical-names-national-250k-map-of-ireland1:00920,921,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,Geographical Names - National 250k Map Of Ireland,Geographical Names - National 250k Map Of Ireland,geographical-names-national-250k-map-of-ireland1,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/geographical-names-national-250k-map-of-ireland1,https://web.archive.org/web/*/https://data.gov.ie/dataset/geographical-names-national-250k-map-of-ireland1,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | Geographical Names - National 250k Map Of Ireland | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/geographical-names-national-250k-map-of-ireland1 | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-value-dataset-building-groups:00921,922,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,High Value Dataset - Building Groups,High Value Dataset - Building Groups,high-value-dataset-building-groups,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/high-value-dataset-building-groups,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-value-dataset-building-groups,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | High Value Dataset - Building Groups | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-value-dataset-building-groups | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-value-dataset-buildings:00922,923,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,High Value Dataset - Buildings,High Value Dataset - Buildings,high-value-dataset-buildings,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/high-value-dataset-buildings,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-value-dataset-buildings,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | High Value Dataset - Buildings | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-value-dataset-buildings | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-value-dataset-cadastral-parcels-freehold:00923,924,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,High Value Dataset - Cadastral Parcels Freehold,High Value Dataset - Cadastral Parcels Freehold,high-value-dataset-cadastral-parcels-freehold,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/high-value-dataset-cadastral-parcels-freehold,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-value-dataset-cadastral-parcels-freehold,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | High Value Dataset - Cadastral Parcels Freehold | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-value-dataset-cadastral-parcels-freehold | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-value-dataset-cadastral-parcels-leasehold:00924,925,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,High Value Dataset - Cadastral Parcels Leasehold,High Value Dataset - Cadastral Parcels Leasehold,high-value-dataset-cadastral-parcels-leasehold,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/high-value-dataset-cadastral-parcels-leasehold,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-value-dataset-cadastral-parcels-leasehold,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | High Value Dataset - Cadastral Parcels Leasehold | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-value-dataset-cadastral-parcels-leasehold | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:high-value-dataset-locales:00925,926,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,Tailte/OSI/data.gov.ie,Tailte Éireann,spatial,High Value Dataset - Locales,High Value Dataset - Locales,high-value-dataset-locales,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,true,true,hold-special-format,Books/Tables/Sources source/download record,[object Object],45,https://data.gov.ie/dataset/high-value-dataset-locales,https://web.archive.org/web/*/https://data.gov.ie/dataset/high-value-dataset-locales,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,"map-conversion-pmtiles-or-download-only-decision: conversion path staged, not executed",duplicate-or-variant-review: no existing match candidate | geography-crosswalk-and-versioning: needs exact geography crosswalk | large-or-special-format-review: size/format decision remains before runtime publication,3,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,"Tailte Éireann | High Value Dataset - Locales | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/high-value-dataset-locales | IA mirror/download link pending; do not expose local drive paths.",ready-with-residual-review,staged-only-not-published,download/source viewport first,Do not convert until size/format review approves an interactive derivative.
