id,sourceRowNumber,roiGroup,groupTitle,provider,organisation,category,title,cleanTitle,slugOrId,jurisdiction,topic,featureUnit,formats,isSpatial,isLargeOrSpecial,proposedAction,proposedPlacement,proposedRuntime,confidence,currentProviderUrl,waybackUrl,internetArchiveStatus,canonicalSourcePolicy,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,allMatchEvidence,resolvedBlockers,residualBlockers,residualBlockerCount,cleanedRecommendation,geographyRecommendation,comparabilityRecommendation,sourcePlacement,sourceProvenanceDraft,approvalState,publicationState,runtimeDesired,runtimeConversion
medium-prep:7-transport-roads-infrastructure-public-assets:dota07-number-of-private-cars-licenced:02023,2024,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,DOTA07 - Number of Private Cars Licenced,DOTA07 - Number of Private Cars Licenced,dota07-number-of-private-cars-licenced,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dota07-number-of-private-cars-licenced,https://web.archive.org/web/*/https://data.gov.ie/dataset/dota07-number-of-private-cars-licenced,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | DOTA07 - Number of Private Cars Licenced | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/dota07-number-of-private-cars-licenced | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dota07-number-of-private-cars-licensed-pre-co2-emissions-motor-tax-assessment:02024,2025,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,DOTA07 - Number of Private Cars Licensed (Pre-CO2 emissions motor tax assessment),DOTA07 - Number of Private Cars Licensed (Pre-CO2 emissions motor tax assessment),dota07-number-of-private-cars-licensed-pre-co2-emissions-motor-tax-assessment,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dota07-number-of-private-cars-licensed-pre-co2-emissions-motor-tax-assessment,https://web.archive.org/web/*/https://data.gov.ie/dataset/dota07-number-of-private-cars-licensed-pre-co2-emissions-motor-tax-assessment,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | DOTA07 - Number of Private Cars Licensed (Pre-CO2 emissions motor tax assessment) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/dota07-number-of-private-cars-licensed-pre-co2-emissions-motor-tax-assessment | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dota08-private-vehicles:02025,2026,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,DOTA08 - Private Vehicles,DOTA08 - Private Vehicles,dota08-private-vehicles,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dota08-private-vehicles,https://web.archive.org/web/*/https://data.gov.ie/dataset/dota08-private-vehicles,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | DOTA08 - Private Vehicles | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/dota08-private-vehicles | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dota09-goods-vehicles:02026,2027,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,DOTA09 - Goods Vehicles,DOTA09 - Goods Vehicles,dota09-goods-vehicles,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dota09-goods-vehicles,https://web.archive.org/web/*/https://data.gov.ie/dataset/dota09-goods-vehicles,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | DOTA09 - Goods Vehicles | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/dota09-goods-vehicles | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dotm03-goods-vehicles-by-unladen-weight:02027,2028,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,DOTM03 - Goods Vehicles by Unladen Weight,DOTM03 - Goods Vehicles by Unladen Weight,dotm03-goods-vehicles-by-unladen-weight,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dotm03-goods-vehicles-by-unladen-weight,https://web.archive.org/web/*/https://data.gov.ie/dataset/dotm03-goods-vehicles-by-unladen-weight,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | DOTM03 - Goods Vehicles by Unladen Weight | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/dotm03-goods-vehicles-by-unladen-weight | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dotm04-goods-vehicles-by-gross-weight:02028,2029,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,DOTM04 - Goods Vehicles by Gross Weight,DOTM04 - Goods Vehicles by Gross Weight,dotm04-goods-vehicles-by-gross-weight,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dotm04-goods-vehicles-by-gross-weight,https://web.archive.org/web/*/https://data.gov.ie/dataset/dotm04-goods-vehicles-by-gross-weight,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | DOTM04 - Goods Vehicles by Gross Weight | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/dotm04-goods-vehicles-by-gross-weight | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dotm05-number-of-private-cars-licensed-nedc-co2-emissions-motor-tax-assessment:02029,2030,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,DOTM05 - Number of Private Cars Licensed (NEDC CO2 emissions motor tax assessment),DOTM05 - Number of Private Cars Licensed (NEDC CO2 emissions motor tax assessment),dotm05-number-of-private-cars-licensed-nedc-co2-emissions-motor-tax-assessment,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dotm05-number-of-private-cars-licensed-nedc-co2-emissions-motor-tax-assessment,https://web.archive.org/web/*/https://data.gov.ie/dataset/dotm05-number-of-private-cars-licensed-nedc-co2-emissions-motor-tax-assessment,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | DOTM05 - Number of Private Cars Licensed (NEDC CO2 emissions motor tax assessment) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/dotm05-number-of-private-cars-licensed-nedc-co2-emissions-motor-tax-assessment | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dotm06-number-of-private-cars-licensed-wltp-co2-emissions-motor-tax-assessment:02030,2031,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,DOTM06 - Number of Private Cars Licensed (WLTP CO2 emissions motor tax assessment),DOTM06 - Number of Private Cars Licensed (WLTP CO2 emissions motor tax assessment),dotm06-number-of-private-cars-licensed-wltp-co2-emissions-motor-tax-assessment,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dotm06-number-of-private-cars-licensed-wltp-co2-emissions-motor-tax-assessment,https://web.archive.org/web/*/https://data.gov.ie/dataset/dotm06-number-of-private-cars-licensed-wltp-co2-emissions-motor-tax-assessment,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | DOTM06 - Number of Private Cars Licensed (WLTP CO2 emissions motor tax assessment) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/dotm06-number-of-private-cars-licensed-wltp-co2-emissions-motor-tax-assessment | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dotm07-number-of-private-cars-licensed-pre-co2-emissions-motor-tax-assessment:02031,2032,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,DOTM07 - Number of Private Cars Licensed (Pre-CO2 emissions motor tax assessment),DOTM07 - Number of Private Cars Licensed (Pre-CO2 emissions motor tax assessment),dotm07-number-of-private-cars-licensed-pre-co2-emissions-motor-tax-assessment,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dotm07-number-of-private-cars-licensed-pre-co2-emissions-motor-tax-assessment,https://web.archive.org/web/*/https://data.gov.ie/dataset/dotm07-number-of-private-cars-licensed-pre-co2-emissions-motor-tax-assessment,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | DOTM07 - Number of Private Cars Licensed (Pre-CO2 emissions motor tax assessment) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/dotm07-number-of-private-cars-licensed-pre-co2-emissions-motor-tax-assessment | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dotm08-private-vehicles:02032,2033,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,DOTM08 - Private Vehicles,DOTM08 - Private Vehicles,dotm08-private-vehicles,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dotm08-private-vehicles,https://web.archive.org/web/*/https://data.gov.ie/dataset/dotm08-private-vehicles,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | DOTM08 - Private Vehicles | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/dotm08-private-vehicles | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dotm09-goods-vehicles:02033,2034,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Department of Transport,tabular,DOTM09 - Goods Vehicles,DOTM09 - Goods Vehicles,dotm09-goods-vehicles,Ireland / unspecified,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dotm09-goods-vehicles,https://web.archive.org/web/*/https://data.gov.ie/dataset/dotm09-goods-vehicles,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Department of Transport | DOTM09 - Goods Vehicles | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/dotm09-goods-vehicles | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dublinpembroke-road-rainfall-data:02034,2035,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Met Éireann,tabular,Dublin(Pembroke Road) Rainfall Data,Dublin(Pembroke Road) Rainfall Data,dublinpembroke-road-rainfall-data,Republic of Ireland,transport-public-asset,road features,CSV|TXT,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dublinpembroke-road-rainfall-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/dublinpembroke-road-rainfall-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Met Éireann | Dublin(Pembroke Road) Rainfall Data | formats: CSV, TXT | current URL: https://data.gov.ie/dataset/dublinpembroke-road-rainfall-data | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:dublin-navan-road-rainfall-data:02035,2036,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Met Éireann,tabular,Dublin-Navan Road Rainfall Data,Dublin-Navan Road Rainfall Data,dublin-navan-road-rainfall-data,Republic of Ireland,transport-public-asset,road features,CSV|TXT,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/dublin-navan-road-rainfall-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/dublin-navan-road-rainfall-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Met Éireann | Dublin-Navan Road Rainfall Data | formats: CSV, TXT | current URL: https://data.gov.ie/dataset/dublin-navan-road-rainfall-data | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:eiieea22-transport-energy-consumption-from-renewable-sources:02036,2037,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Sustainable Energy Authority of Ireland,tabular,EIIEEA22 - Transport energy consumption from renewable sources,EIIEEA22 - Transport energy consumption from renewable sources,eiieea22-transport-energy-consumption-from-renewable-sources,Republic of Ireland,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/eiieea22-transport-energy-consumption-from-renewable-sources,https://web.archive.org/web/*/https://data.gov.ie/dataset/eiieea22-transport-energy-consumption-from-renewable-sources,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Sustainable Energy Authority of Ireland | EIIEEA22 - Transport energy consumption from renewable sources | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/eiieea22-transport-energy-consumption-from-renewable-sources | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:g0708-sdg-721-renewable-energy-share-in-transport-res-t:02037,2038,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Sustainable Energy Authority of Ireland,tabular,G0708 - SDG 7.2.1 Renewable energy share in transport (RES-T),G0708 - SDG 7.2.1 Renewable energy share in transport (RES-T),g0708-sdg-721-renewable-energy-share-in-transport-res-t,Republic of Ireland,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/g0708-sdg-721-renewable-energy-share-in-transport-res-t,https://web.archive.org/web/*/https://data.gov.ie/dataset/g0708-sdg-721-renewable-energy-share-in-transport-res-t,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Sustainable Energy Authority of Ireland | G0708 - SDG 7.2.1 Renewable energy share in transport (RES-T) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/g0708-sdg-721-renewable-energy-share-in-transport-res-t | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:g0709-sdg-721-renewable-energy-share-in-transport-res-t:02038,2039,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Sustainable Energy Authority of Ireland,tabular,G0709 - SDG 7.2.1 Renewable energy share in transport (RES-T),G0709 - SDG 7.2.1 Renewable energy share in transport (RES-T),g0709-sdg-721-renewable-energy-share-in-transport-res-t,Republic of Ireland,transport-public-asset,road features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/g0709-sdg-721-renewable-energy-share-in-transport-res-t,https://web.archive.org/web/*/https://data.gov.ie/dataset/g0709-sdg-721-renewable-energy-share-in-transport-res-t,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Sustainable Energy Authority of Ireland | G0709 - SDG 7.2.1 Renewable energy share in transport (RES-T) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/g0709-sdg-721-renewable-energy-share-in-transport-res-t | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:implementation-of-the-national-broadband-plan:02040,2041,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Office of the Comptroller & Auditor General,tabular,Implementation of the National Broadband Plan,Implementation of the National Broadband Plan,implementation-of-the-national-broadband-plan,Ireland / unspecified,transport-public-asset,road features,PDF,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/implementation-of-the-national-broadband-plan,https://web.archive.org/web/*/https://data.gov.ie/dataset/implementation-of-the-national-broadband-plan,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned | source-page-and-ia-viewport-decision: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/Books/Tables source record with IA hotlinked viewport/download.,Office of the Comptroller & Auditor General | Implementation of the National Broadband Plan | formats: PDF | current URL: https://data.gov.ie/dataset/implementation-of-the-national-broadband-plan | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:inspire-strategic-noise-maps-major-air-transport:02041,2042,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Environmental Protection Agency,tabular,INSPIRE Strategic noise maps. Major air transport,INSPIRE Strategic noise maps. Major air transport,inspire-strategic-noise-maps-major-air-transport,Ireland / unspecified,transport-public-asset,road features,NULL|WMS,true,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/inspire-strategic-noise-maps-major-air-transport,https://web.archive.org/web/*/https://data.gov.ie/dataset/inspire-strategic-noise-maps-major-air-transport,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Environmental Protection Agency | INSPIRE Strategic noise maps. Major air transport | formats: NULL, WMS | current URL: https://data.gov.ie/dataset/inspire-strategic-noise-maps-major-air-transport | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:inspire-strategic-noise-maps-major-roads:02042,2043,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Environmental Protection Agency,tabular,INSPIRE Strategic noise maps. Major roads,INSPIRE Strategic noise maps. Major roads,inspire-strategic-noise-maps-major-roads,Ireland / unspecified,transport-public-asset,road features,NULL|WMS,true,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/inspire-strategic-noise-maps-major-roads,https://web.archive.org/web/*/https://data.gov.ie/dataset/inspire-strategic-noise-maps-major-roads,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Environmental Protection Agency | INSPIRE Strategic noise maps. Major roads | formats: NULL, WMS | current URL: https://data.gov.ie/dataset/inspire-strategic-noise-maps-major-roads | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
