rowNumber,title,provider,category,formats,decisionBucket,finalBucket,rightsStatus,licenseTitle,currentProviderUrl,bestMatchScore,roiGroup,targetIds,recommendedDecision,caveat
226,CSO Electoral Divisions Generalised 100m,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,probable-variant-or-source-enrichment,remap-tailte-government-boundary-family,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/cso-electoral-divisions-generalised-100m1,0.50,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,"Review for target-family remap, then approve only as source-family evidence for the correct government/election boundary family.",Do not attach these broadly to counties or historic boundary maps just because Tailte/OSI is authoritative.
227,Development Plan 2022-2028 - Cherrywood Adapted Planning Scheme DLR,data.gov.ie,spatial,CSV|GEOJSON|KML|ZIP,probable-variant-or-source-enrichment,hold-local-authority-topic-not-direct-enrichment,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/development-plan-2022-2028-cherrywood-adapted-planning-scheme-dlr,0.60,5. Local authority planning/property/open-data layers,database-map:dlr-cherrywood-adapted-planning-scheme; browse-source:map-source:dlr-cherrywood-adapted-planning-scheme; browse-map:dlr-cherrywood-adapted-planning-scheme,"Hold out of already-on-site direct enrichment; review later as local-authority source records, council-topic families, or map candidates.",These matches are often same-council/topic-neighbourhood evidence rather than the same source record.
228,GCC PlanningRegisterPts 95 15,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gcc-planningregisterpts-95-15,0.38,5. Local authority planning/property/open-data layers,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
229,GCC PlanningRegisterSites 16,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gcc-planningregistersites-16,0.38,5. Local authority planning/property/open-data layers,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
230,GCC PlanningRegisterSites 95 15,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gcc-planningregistersites-95-15,0.38,5. Local authority planning/property/open-data layers,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
231,Kildare Landscape Character 23-29,data.gov.ie,spatial,SHP,hold-low-confidence-variant-review,hold-rights-provider-unresolved,manual-review-fetch-failed,,https://data.gov.ie/dataset/f-users-planningtech-planning-gis-cdp-23-29-shapefiles-chapter-13-landscape-character-areas,0.36,5. Local authority planning/property/open-data layers,database-map:designated-lca; browse-source:map-source:designated-lca; browse-map:designated-lca,Hold until a public provider URL and explicit open rights statement are available.,Source record may remain; block IA mirroring and runtime conversion until licence metadata is fetched or checked manually.
232,Planning Register,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/planning-register,0.36,5. Local authority planning/property/open-data layers,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
233,Westmeath Planning Applications,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/westmeath-planning-applications,0.40,5. Local authority planning/property/open-data layers,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
234,Mid Ulster Council Wards,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/mid-ulster-council-wards2,0.43,4. Open Data NI boundary and statistical-geography files,database-map:eds-roi-1970; database-map:eds-roi-1966; database-map:eds-roi-1965,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
235,Development Plan 2022-2028 - Industrial Heritage Survey Sites DLR,data.gov.ie,spatial,CSV|GEOJSON|KML|ZIP,probable-variant-or-source-enrichment,hold-local-authority-topic-not-direct-enrichment,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/development-plan-2022-2028-industrial-heritage-survey-sites-dlr,0.60,5. Local authority planning/property/open-data layers,database-map:dlr-industrial-heritage-survey-sites; browse-source:map-source:dlr-industrial-heritage-survey-sites; browse-map:dlr-industrial-heritage-survey-sites,"Hold out of already-on-site direct enrichment; review later as local-authority source records, council-topic families, or map candidates.",These matches are often same-council/topic-neighbourhood evidence rather than the same source record.
236,gsi-county-geological-heritage-sites-audited,data.gov.ie,spatial,DATA VIEWER|ESRI REST|HTML|PDF|SHP|WMS,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gsi-county-geological-heritage-sites-audited,0.42,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:gsni-superficial-geology-polygons-250k; database-map:dlr-industrial-heritage-survey-sites; database-map:designated-whs,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
238,OSNI OpenData - Gazetteer - Streetnames,Open Data NI,spatial,CSV|GEOJSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/osni-opendata-gazetteer-streetnames,0.40,4. Open Data NI boundary and statistical-geography files,database-map:eoni-polling-stations; database-map:wq-agricultural-critical-risk; database-map:osni-sixinch-edition-2,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
242,Monthly River Quality Data SDCC,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,probable-variant-or-source-enrichment,hold-local-authority-topic-not-direct-enrichment,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/monthly-river-quality-data-sdcc2,0.58,5. Local authority planning/property/open-data layers,database-map:sdcc-monthly-river-quality-data-sdcc1; browse-source:map-source:sdcc-monthly-river-quality-data-sdcc1; browse-map:sdcc-monthly-river-quality-data-sdcc1,"Hold out of already-on-site direct enrichment; review later as local-authority source records, council-topic families, or map candidates.",These matches are often same-council/topic-neighbourhood evidence rather than the same source record.
245,COVID-19 HPSC County Statistics Historic Point Geometry,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/covid-19-hpsc-county-statistics-historic-point-geometry,0.44,1. CSO/NISRA census and statistical data,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
246,COVID-19 HPSC County Statistics Latest Point Geometry,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/covid-19-hpsc-county-statistics-latest-point-geometry,0.43,1. CSO/NISRA census and statistical data,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
248,DLR Road Traffic Special Speed Limit Bye Laws 2024,data.gov.ie,spatial,CSV|GEOJSON|KML|SHP.ZIP|WMS,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/dlr-road-traffic-special-speed-limit-bye-laws-2024,0.44,5. Local authority planning/property/open-data layers,database-map:dlr-speed-signs; browse-map:dlr-speed-signs; browse-source:map-source:dlr-speed-signs,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
249,DLR Roads and Streets,data.gov.ie,spatial,CSV|DB_TABLE|GEOJSON|WMS,probable-variant-or-source-enrichment,hold-local-authority-topic-not-direct-enrichment,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/dlr-roads-schedule,0.64,5. Local authority planning/property/open-data layers,database-map:dlr-dlr-roads-schedule; browse-source:map-source:dlr-dlr-roads-schedule; browse-map:dlr-dlr-roads-schedule,"Hold out of already-on-site direct enrichment; review later as local-authority source records, council-topic families, or map candidates.",These matches are often same-council/topic-neighbourhood evidence rather than the same source record.
250,Road Schedule,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/road-schedule,0.40,5. Local authority planning/property/open-data layers,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
251,Road Schedule - Roscommon,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/road-schedule-roscommon6,0.36,5. Local authority planning/property/open-data layers,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
252,Road Schedule SDCC,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,probable-variant-or-source-enrichment,hold-local-authority-topic-not-direct-enrichment,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/road-schedule-sdcc1,0.45,5. Local authority planning/property/open-data layers,database-map:sdcc-monthly-river-quality-data-sdcc1; browse-source:map-source:sdcc-monthly-river-quality-data-sdcc1; browse-map:sdcc-monthly-river-quality-data-sdcc1,"Hold out of already-on-site direct enrichment; review later as local-authority source records, council-topic families, or map candidates.",These matches are often same-council/topic-neighbourhood evidence rather than the same source record.
253,School Wardens Duty Points DCC,data.gov.ie,spatial,CSV|GEOJSON|ODS,probable-variant-or-source-enrichment,hold-local-authority-topic-not-direct-enrichment,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/dublin-city-school-wardens-duty-points,0.45,5. Local authority planning/property/open-data layers,database-map:dcc-wifi4eu-access-points; browse-source:map-source:dcc-wifi4eu-access-points; browse-map:dcc-wifi4eu-access-points,"Hold out of already-on-site direct enrichment; review later as local-authority source records, council-topic families, or map candidates.",These matches are often same-council/topic-neighbourhood evidence rather than the same source record.
254,Census 2006 Results,data.gov.ie,spatial,HTML|PDF|SHP,probable-variant-or-source-enrichment,review-census-statistical-source-family,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/census-2006-results,0.50,1. CSO/NISRA census and statistical data,database-map:cso-urban-areas-2022; database-map:catholic-dioceses; database-map:catholic-dublin-parishes,Review as census/statistical source-family evidence.,Confirm geography vintage and statistical unit before attaching.
255,CityBoundary,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/cityboundary2,0.36,5. Local authority planning/property/open-data layers,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
256,Community Health Wellbeing SDCC,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/community-health-wellbeing-sdcc,0.36,5. Local authority planning/property/open-data layers,database-map:sdcc-monthly-river-quality-data-sdcc1; database-map:sdcc-bicycle-parking-stands; browse-source:map-source:sdcc-monthly-river-quality-data-sdcc1,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
257,Cork City Boundary,data.gov.ie,spatial,GEOJSON|KML|SHP,hold-weak-match,hold-weak-match,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/cork-city-boundary,0.60,5. Local authority planning/property/open-data layers,browse-feature:dail-2023; browse-feature:dail-2013; browse-feature:dail-2009,Hold. Do not approve from the current evidence.,The automatic match is below the threshold needed for enrichment.
258,School Warning Signs SDCC,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/school-warning-signs-sdcc,0.36,5. Local authority planning/property/open-data layers,database-map:sdcc-monthly-river-quality-data-sdcc1; database-map:sdcc-bicycle-parking-stands; browse-source:map-source:sdcc-monthly-river-quality-data-sdcc1,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
259,River SubCatchments,data.gov.ie,spatial,SHP / ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/river-subcatchments,0.38,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-spa; database-map:designated-sac; database-map:designated-nnr,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
262,Northern Ireland Catchment Stakeholder Groups,Open Data NI,spatial,GML|SHP,probable-variant-or-source-enrichment,ready-source-family-opw-hydro,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/northern-ireland-catchment-stakeholder-groups,0.64,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:niea-catchment-stakeholder-groups; browse-source:map-source:niea-catchment-stakeholder-groups; browse-map:niea-catchment-stakeholder-groups,Review as a separate OPW/hydro/flood source-family batch before approval.,"Scenario, model year, and flood/hydro subtype must be preserved; do not collapse into one generic water layer."
264,Cork City Local Electoral Areas,data.gov.ie,spatial,KML|SHP,probable-variant-or-source-enrichment,hold-local-authority-topic-not-direct-enrichment,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/cork-city-local-electoral-areas,0.57,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,browse-source:map-source:eds-roi-1970; browse-source:map-source:eds-roi-1957; browse-map:eds-roi-1970,"Hold out of already-on-site direct enrichment; review later as local-authority source records, council-topic families, or map candidates.",These matches are often same-council/topic-neighbourhood evidence rather than the same source record.
266,Galway City Electoral Divisions,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/galway-city-electoral-divisions,0.36,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-feature:mep-2009; browse-source:map-source:dcc-electoral-divisions,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
267,Kenmare River Infralittoral Habitats,data.gov.ie,spatial,SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/kenmare-river-infralittoral-habitats,0.44,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:habitat-river; browse-source:map-source:habitat-river; browse-map:habitat-river,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
268,LIDAR - Belfast City 2006,Open Data NI,spatial,ASCII GRID|PDF|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/lidar-belfast-city-2006,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:belfast-cycle-network; browse-source:map-source:belfast-cycle-network; browse-map:belfast-cycle-network,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
269,NI Blue Carbon Habitats,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/ni-blue-carbon-habitats,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
270,Northern Ireland River Segments,Open Data NI,spatial,GML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/https-www-daera-ni-gov-uk-sites-default-files-publications-doe-riversegmentgml-zip,0.42,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:niea-river-segments; database-map:wq-river-quality-1990-2018; database-map:wq-wfd-river-water-bodies,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
271,Priority Habitats - Fens,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/priority-habitats-fens2,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
272,Priority Habitats - Grassland,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/priority-habitats-grassland2,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
273,Priority Habitats - Heathland,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/priority-habitats-heathland2,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
274,Priority Habitats - Peatland,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/priority-habitats-peatland2,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
275,Priority Habitats - Woodland,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/priority-habitats-woodland2,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:ni-livestock-poultry; database-map:ni-livestock-porcine; database-map:ni-livestock-caprine,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
276,River and Lake Monitoring Points 2024,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/river-and-lake-monitoring-points-2024,0.42,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:wq-wfd-monitoring-sites; browse-map:wq-wfd-monitoring-sites; database-map:ni-livestock-poultry,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
277,River Blackwater Network Contribution,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/river-blackwater-network-contribution1,0.42,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:wq-agricultural-critical-risk; browse-map:wq-agricultural-critical-risk; database-map:ni-livestock-poultry,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
280,OSNI Open Data - 50K Transport - Text labelling,Open Data NI,spatial,CSV|GEOJSON|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-transport-text-labelling,0.36,4. Open Data NI boundary and statistical-geography files,database-map:eoni-polling-stations; database-map:transport-carriageway-defects-2021; database-map:wq-agricultural-critical-risk,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
281,OSNI Open Data - 50K Transport - Transport Points,Open Data NI,spatial,CSV|GEOJSON|KML|ZIP,probable-variant-or-source-enrichment,review-open-data-ni-boundary-statistical-family,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/osni-open-data-50k-transport-transport-points,0.50,4. Open Data NI boundary and statistical-geography files,database-map:osni-benchmarks; browse-map:osni-benchmarks; database-map:eoni-polling-stations,Review as Open Data NI boundary/statistical source-family evidence.,"Northern Ireland boundary, statistical, transport, and environmental rows should be split by family before applying."
294,Administrative Areas DCC,data.gov.ie,spatial,DB_TABLE|GEOJSON|KML|SHP|WMS,probable-variant-or-source-enrichment,hold-local-authority-topic-not-direct-enrichment,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/administrative-areas-dcc,0.50,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:dcc-wifi4eu-access-points; database-map:dcc-universities-and-colleges; database-map:dcc-traffic-signals-and-scats-sites-locations,"Hold out of already-on-site direct enrichment; review later as local-authority source records, council-topic families, or map candidates.",These matches are often same-council/topic-neighbourhood evidence rather than the same source record.
295,Archaeological Excavations on Road Constructions Schemes,data.gov.ie,spatial,KML|SHP / ZIP|TSV,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/archaeological-excavations-on-road-constructions-schemes,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:dfi-pedestrian-crossings; database-map:dfi-surface-defects-2010; database-map:dfi-surface-defects-2021,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
296,National Road Network Sinuosity Index,data.gov.ie,spatial,KML|SHP / ZIP,probable-variant-or-source-enrichment,hold-mixed-other-row-level-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/national-road-network-sinuosity-index,0.56,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:dfi-pedestrian-crossings; database-map:tii-national-road-network; browse-source:map-source:tii-national-road-network,Hold for row-level review; do not bulk-approve.,"Rights may be clear, but the topic/target relationship is not specific enough for automatic provenance enrichment."
297,Galway City Polling Districts OpenData,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/galway-city-polling-districts-opendata3,0.36,2. Irish election source/enrichment data,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
298,Mid Ulster District Schools,Open Data NI,spatial,CSV|GEOJSON|HTML|JSON|KML|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,UK Open Government Licence (OGL),https://admin.opendatani.gov.uk/dataset/mid-ulster-district-schools2,0.43,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:habitat-wetland-grouped; database-map:habitat-grassland-grouped; database-map:habitat-woodland-grouped,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
300,Accessible Parking Spaces,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,probable-variant-or-source-enrichment,hold-mixed-other-row-level-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/accessible-parking-spaces,0.50,5. Local authority planning/property/open-data layers,database-map:dcc-accessible-parking-spaces; browse-source:map-source:dcc-accessible-parking-spaces; browse-map:dcc-accessible-parking-spaces,Hold for row-level review; do not bulk-approve.,"Rights may be clear, but the topic/target relationship is not specific enough for automatic provenance enrichment."
